Pitcher Name,Pitch Type,PitcherThrows,RelSpeed,SpinRate,RelHeight,RelSide,Vertical Approach Angle (°),Extension,InducedVertBreak,Horizontal Break (in),ABS_Horizontal,ABS_RelSide,differential_break,Stuff+
"Metts, Bryson",Fastball,Right,75.32,1868.51,5.84,2.19,-7.06,5.74,17.78,11.5,11.5,2.19,6.280000000000001,106.25586757243082
"Metz, Reed",ChangeUp,Right,83.95,1824.25,5.34,1.96,-6.95,5.65,7.09,15.96,15.96,1.96,8.870000000000001,80.31781540621778
"Metz, Reed",Curveball,Right,79.17,2518.45,5.71,1.94,-9.07,4.77,-13.96,-12.3,12.3,1.94,26.26,132.39051649944855
"Metz, Reed",Cutter,Right,87.64,2453.76,5.5,2.01,-6.3,5.26,7.68,1.46,1.46,2.01,6.22,109.9765620439054
"Metz, Reed",Fastball,Right,90.06,2195.31,5.51,1.9,-5.57,5.46,11.46,12.45,12.45,1.9,0.9899999999999984,73.42061014092634
"Metz, Reed",Other,Right,,,,,,,,,,,,
"Metz, Reed",Sinker,Right,90.7,1998.75,5.34,1.93,-5.43,5.43,10.77,18.69,18.69,1.93,7.920000000000002,99.69971641410308
"Metz, Reed",Slider,Right,81.36,2668.66,5.18,2.23,-7.22,4.82,0.44,-11.51,11.51,2.23,11.07,74.25094532363565
"Metz, Reed",Undefined,Right,87.67,2133.42,5.24,2.18,-5.65,5.39,10.1,15.23,15.23,2.18,5.130000000000001,
"Metzger, Jack",ChangeUp,Right,81.28,1879.08,5.85,1.63,-8.44,5.76,6.65,5.42,5.42,1.63,1.2300000000000004,85.29257302058681
"Metzger, Jack",Fastball,Right,90.17,2218.97,5.81,1.44,-5.18,6.26,14.04,18.16,18.16,1.44,4.120000000000001,73.69796787031702
"Metzger, Jack",FourSeamFastBall,Right,89.97,2179.81,5.93,1.14,-5.41,6.07,15.04,13.02,13.02,1.14,2.0199999999999996,
"Metzger, Jack",Slider,Right,81.94,1895.57,5.97,1.3,-7.75,5.85,6.55,-1.25,1.25,1.3,5.3,63.453134429051474
"Metzger, Jack",TwoSeamFastBall,Right,90.36,2163.22,5.9,1.12,-5.98,6.19,13.28,15.19,15.19,1.12,1.9100000000000001,
"Meyer, Chase",ChangeUp,Right,86.04,2411.9,4.95,2.01,-6.55,6.1,4.25,22.91,22.91,2.01,18.66,80.07765732544644
"Meyer, Chase",Curveball,Right,84.05,3021.07,5.45,1.63,-8.75,5.59,-11.23,-15.8,15.8,1.63,27.03,162.1431965998964
"Meyer, Chase",Cutter,Right,84.46,2406.94,4.87,2.21,-7.33,6.05,-0.03,23.05,23.05,2.21,23.080000000000002,94.42312660512957
"Meyer, Chase",Fastball,Right,94.01,2546.52,5.16,1.91,-4.77,6.23,10.34,11.74,11.74,1.91,1.4000000000000004,112.22749370536368
"Meyer, Chase",Sinker,Right,93.83,2501.99,5.3,2.05,-5.05,6.75,3.53,12.22,12.22,2.05,8.690000000000001,137.52822963249002
"Meyer, Chase",Slider,Right,83.51,3059.56,5.33,1.8,-8.39,5.75,-7.94,-17.74,17.74,1.8,25.68,144.50558679554288
"Meyer, Fritz",ChangeUp,Right,80.94,1620.27,5.52,0.57,-7.59,6.97,7.21,9.84,9.84,0.57,2.63,68.69410618701752
"Meyer, Fritz",Cutter,Right,81.96,2132.59,5.64,0.47,-7.26,7.14,11.54,2.86,2.86,0.47,8.68,67.76955479714236
"Meyer, Fritz",Fastball,Right,84.94,2209.94,5.62,0.28,-6.66,7.34,10.34,10.43,10.43,0.28,0.08999999999999986,107.76554399210735
"Meyer, Fritz",FourSeamFastBall,Right,86.77,2300.11,5.89,0.36,-5.5,7.0,17.42,11.29,11.29,0.36,6.130000000000003,
"Meyer, Fritz",Sinker,Right,88.08,2226.02,5.8,0.3,-6.11,7.58,16.22,15.73,15.73,0.3,0.48999999999999844,76.71159673859064
"Meyer, Fritz",Slider,Right,78.04,2096.24,5.49,0.52,-6.74,7.14,11.87,-6.62,6.62,0.52,5.249999999999999,139.64097080622935
"Meyer, Jakob",ChangeUp,Right,85.19,1560.72,6.21,1.38,-8.74,5.46,3.16,11.44,11.44,1.38,8.28,76.78227819556764
"Meyer, Jakob",Curveball,Right,78.38,2694.33,6.3,1.3,-10.04,4.99,-8.69,-12.53,12.53,1.3,21.22,106.03065378616378
"Meyer, Jakob",Cutter,Right,83.37,2474.05,6.22,1.35,-8.11,5.12,2.81,-4.33,4.33,1.35,1.52,83.36715059706542
"Meyer, Jakob",Fastball,Right,88.41,2053.56,6.34,1.21,-6.61,5.83,10.99,1.4,1.4,1.21,9.59,66.5923871853201
"Meyer, Jakob",Slider,Right,82.46,2521.2,6.24,1.25,-8.63,5.16,0.21,-6.25,6.25,1.25,6.04,92.15052931076056
"Meyer, Jakob",Undefined,Right,80.6,2520.01,6.38,1.49,-9.0,5.27,-2.68,-6.71,6.71,1.49,9.39,
"Meyer, Karl",ChangeUp,Right,80.62,1730.13,5.93,1.86,-8.23,4.77,5.62,10.08,10.08,1.86,4.46,80.51173751051903
"Meyer, Karl",Curveball,Right,75.34,2721.47,6.0,1.85,-10.37,4.62,-13.95,-11.08,11.08,1.85,25.03,84.77328295225219
"Meyer, Karl",Fastball,Right,87.07,2383.61,6.07,1.6,-6.82,5.19,12.85,7.79,7.79,1.6,5.06,99.35207258238803
"Meyer, Karl",Slider,Right,78.88,2758.86,5.82,1.96,-8.94,4.56,-6.67,-11.43,11.43,1.96,18.1,74.05666841722214
"Meyer, Myles",Fastball,Right,89.32,2719.25,6.18,1.13,-5.77,5.45,15.12,4.27,4.27,1.13,10.85,166.92923455120092
"Meyer, Myles",Slider,Right,77.97,2658.47,6.25,1.12,-9.86,4.57,-5.28,-4.55,4.55,1.12,9.83,58.57501882945417
"Meyer, Nick",Curveball,Left,75.54,2764.52,6.58,-1.88,-10.9,5.23,-12.21,15.88,15.88,1.88,28.090000000000003,132.06635599132105
"Meyer, Nick",Cutter,Left,83.53,2313.42,6.59,-1.83,-8.86,5.48,4.69,0.46,0.46,1.83,4.23,94.2467357590545
"Meyer, Nick",Fastball,Left,90.27,2060.0,6.63,-1.79,-6.74,5.76,8.24,-9.59,9.59,1.79,1.3499999999999996,85.8966623307978
"Meyer, Nick",Slider,Left,82.23,2441.35,6.49,-1.92,-9.0,5.47,-0.42,6.8,6.8,1.92,7.22,75.23684182496503
"Meyer, Tommy",ChangeUp,Left,78.87,1376.41,6.07,-2.0,-7.2,6.47,7.9,-14.09,14.09,2.0,6.1899999999999995,108.27437453508139
"Meyer, Tommy",Curveball,Left,76.74,1810.42,6.18,-1.82,-9.56,5.71,-13.26,7.16,7.16,1.82,20.42,91.09987902040685
"Meyer, Tommy",Fastball,Left,88.51,2271.46,6.22,-1.82,-4.71,6.07,20.57,-13.79,13.79,1.82,6.780000000000001,83.46375658468487
"Meyer, Tommy",Slider,Left,78.0,1923.15,6.42,-1.88,-10.04,5.5,-18.41,6.99,6.99,1.88,25.4,70.70291449951436
"Meyer, Tyler",ChangeUp,Right,83.15,1911.37,5.21,3.26,-7.31,5.75,5.54,21.38,21.38,3.26,15.84,78.69437765272697
"Meyer, Tyler",Curveball,Right,75.81,2659.96,5.5,2.91,-9.69,5.71,-15.5,-16.11,16.11,2.91,31.61,69.45359728658642
"Meyer, Tyler",Cutter,Right,89.71,2277.04,5.36,3.13,-7.86,6.13,9.23,4.48,4.48,3.13,4.75,63.8188886233886
"Meyer, Tyler",Fastball,Right,90.82,2163.58,5.47,2.9,-5.0,6.09,13.63,11.2,11.2,2.9,2.4300000000000015,103.17313331000591
"Meyer, Tyler",Slider,Right,78.0,2212.98,6.37,1.57,-8.6,5.78,-0.49,-2.99,2.99,1.57,3.4800000000000004,60.06123322067683
"Meyers, Paxton",ChangeUp,Right,79.94,1725.13,5.78,1.5,-7.69,5.27,0.49,2.32,2.32,1.5,1.8299999999999998,106.32562352862158
"Meyers, Paxton",Curveball,Right,78.03,2583.06,5.95,1.24,-9.51,5.24,-9.25,-7.55,7.55,1.24,16.8,122.12927590602618
"Meyers, Paxton",Cutter,Right,85.59,2466.77,5.88,1.34,-6.95,5.49,8.89,-0.15,0.15,1.34,8.74,95.55785320062274
"Meyers, Paxton",Fastball,Right,88.38,2385.08,5.68,1.58,-5.79,5.74,13.77,9.7,9.7,1.58,4.07,85.98228683572057
"Meyers, Paxton",FourSeamFastBall,Right,88.71,2429.03,5.59,1.61,-5.88,5.71,11.99,6.02,6.02,1.61,5.970000000000001,
"Meyers, Paxton",Other,Right,76.77,2600.91,6.05,1.16,-12.49,5.0,-16.09,-6.4,6.4,1.16,22.490000000000002,
"Meyers, Paxton",Sinker,Right,88.73,2324.39,5.66,1.8,-6.42,5.61,12.44,15.52,15.52,1.8,3.08,84.55313003186575
"Meyers, Paxton",Slider,Right,80.59,2583.75,5.83,1.45,-8.36,5.29,2.46,-8.21,8.21,1.45,5.750000000000001,75.38820487084611
"Meyers, Paxton",Splitter,Right,80.03,2575.52,5.92,1.37,-9.36,5.21,-4.65,-3.62,3.62,1.37,8.27,
"Meyers, Paxton",TwoSeamFastBall,Right,89.22,2336.79,5.53,1.67,-6.06,5.77,12.93,13.82,13.82,1.67,0.8900000000000006,
"Meza, Treyjen",ChangeUp,Right,82.18,1844.64,5.09,1.99,-7.11,6.32,5.74,14.11,14.11,1.99,8.37,72.21112525230676
"Meza, Treyjen",Curveball,Right,76.36,2422.9,5.38,1.9,-6.92,5.68,0.0,-11.32,11.32,1.9,11.32,72.42088770750313
"Meza, Treyjen",Cutter,Right,87.76,2151.37,5.11,1.55,-5.64,5.98,10.55,12.54,12.54,1.55,1.9899999999999984,71.15959569743738
"Meza, Treyjen",Fastball,Right,86.6,2194.36,5.26,1.69,-5.31,6.05,11.32,12.04,12.04,1.69,0.7199999999999989,75.486879235706
"Meza, Treyjen",FourSeamFastBall,Right,88.1,2226.62,5.18,1.85,-4.94,6.18,13.26,15.15,15.15,1.85,1.8900000000000006,
"Meza, Treyjen",OneSeamFastBall,Right,88.13,2060.2,5.25,1.48,-5.65,6.49,8.33,11.61,11.61,1.48,3.2799999999999994,
"Meza, Treyjen",Sinker,Right,86.56,2108.37,5.12,1.82,-5.94,6.02,6.59,13.21,13.21,1.82,6.620000000000001,79.56129525255992
"Meza, Treyjen",Slider,Right,78.14,2416.46,5.23,1.98,-7.96,5.62,1.02,-11.26,11.26,1.98,10.24,84.24393219264643
"Meza, Treyjen",Splitter,Right,77.94,2382.02,5.19,2.17,-7.55,5.46,7.21,-12.0,12.0,2.17,4.79,
"Meza, Treyjen",Undefined,Right,81.71,2099.88,5.53,1.56,-6.98,6.04,6.01,4.12,4.12,1.56,1.8899999999999997,
"Miceli, Joseph",Fastball,Right,91.14,2228.11,5.84,2.53,-4.92,5.87,17.74,10.22,10.22,2.53,7.519999999999998,66.00833441045614
"Miceli, Joseph",Slider,Right,82.53,2753.2,5.93,2.5,-6.53,5.35,0.91,-3.56,3.56,2.5,2.65,72.38669149777314
"Michael, Peter",Curveball,Right,75.91,2343.0,6.07,2.24,-10.02,5.11,-8.9,-8.72,8.72,2.24,17.62,67.64344109363432
"Michael, Peter",Fastball,Right,89.93,2399.5,6.09,1.91,-5.5,5.86,19.59,10.24,10.24,1.91,9.35,84.82158587967199
"Michael, Peter",FourSeamFastBall,Right,90.14,2436.87,6.12,1.98,-5.71,5.69,19.36,8.63,8.63,1.98,10.729999999999999,
"Michael, Peter",Slider,Right,79.05,2354.91,6.0,2.18,-8.9,5.32,-3.39,-5.42,5.42,2.18,8.81,71.5126643067265
"Michaels, Kenny",ChangeUp,Left,78.63,2107.44,6.14,-1.35,-8.03,5.57,5.72,6.69,6.69,1.35,0.9700000000000006,67.81246371534321
"Michaels, Kenny",Curveball,Left,76.31,2135.57,6.0,-1.36,-6.87,5.79,11.62,4.66,4.66,1.36,6.959999999999999,167.7246350298238
"Michaels, Kenny",Fastball,Left,88.86,2139.5,6.56,-0.84,-5.47,5.43,23.09,-3.6,3.6,0.84,19.49,126.53747280325736
"Michaels, Kenny",Slider,Left,78.45,2160.04,5.98,-1.18,-8.26,5.78,7.63,3.41,3.41,1.18,4.22,83.97044563584662
"Michaels, Kenny",Undefined,Left,87.59,2155.57,6.5,-1.11,-5.96,5.8,20.74,-2.81,2.81,1.11,17.93,
"Michalak, Jake",Fastball,Right,91.38,2394.32,5.55,2.07,-5.11,6.15,8.05,16.64,16.64,2.07,8.59,93.30931553430932
"Michalak, Jake",Sinker,Right,93.17,2519.88,5.37,2.05,-5.24,6.03,7.0,16.73,16.73,2.05,9.73,136.28335955435062
"Michalak, Jake",Slider,Right,80.88,2672.96,5.33,2.09,-7.29,5.57,-1.89,-15.1,15.1,2.09,16.99,88.32798184283253
"Michalak, Jake",TwoSeamFastBall,Right,90.35,2353.62,5.39,2.17,-5.14,6.4,6.38,18.7,18.7,2.17,12.32,
"Michalak, Sean",ChangeUp,Right,71.86,1625.54,5.97,1.83,-7.99,5.66,10.45,8.1,8.1,1.83,2.3499999999999996,89.46497116841968
"Michalak, Sean",Curveball,Right,67.85,1415.95,5.79,1.74,-9.95,5.1,1.46,-2.3,2.3,1.74,0.8399999999999999,68.53438571569941
"Michalak, Sean",Fastball,Right,75.29,1900.53,6.17,1.82,-7.09,5.46,16.65,6.55,6.55,1.82,10.099999999999998,68.93461796489677
"Michaud, Dale",Sinker,Right,82.91,2206.33,4.3,2.46,-5.16,5.11,7.89,19.66,19.66,2.46,11.77,49.67093893191082
"Michaud, Dale",Slider,Right,70.04,2386.02,4.27,2.43,-7.98,4.61,1.6,-18.75,18.75,2.43,17.15,84.13845745730254
"Michel, Jake",ChangeUp,Right,83.41,2159.19,5.92,1.44,-7.77,6.35,9.57,8.82,8.82,1.44,0.75,78.30179361531961
"Michel, Jake",Fastball,Right,89.88,2094.46,5.89,1.72,-5.8,6.43,11.31,14.86,14.86,1.72,3.549999999999999,73.70910970901228
"Michel, Jake",Sinker,Right,91.06,2171.57,5.94,1.68,-6.38,5.63,9.27,20.61,20.61,1.68,11.34,112.55162224339894
"Michel, Jake",Slider,Right,78.35,2290.05,5.76,1.78,-8.52,5.98,-1.99,-16.77,16.77,1.78,18.759999999999998,72.06509883358898
"Michel, Jake",Splitter,Right,81.91,909.33,5.95,1.5,-8.19,5.88,3.0,13.23,13.23,1.5,10.23,
"Middleton, Andrew",ChangeUp,Left,83.77,2063.59,5.18,-1.1,-7.09,6.27,9.14,-22.68,22.68,1.1,13.54,63.10632570310395
"Middleton, Andrew",Curveball,Left,72.68,2082.24,5.8,-0.24,-8.75,5.7,-6.24,7.52,7.52,0.24,13.76,60.71779842698272
"Middleton, Andrew",Fastball,Left,88.96,2037.2,6.11,-0.18,-4.98,6.02,20.66,-6.14,6.14,0.18,14.52,86.975331814559
"Middleton, Andrew",Slider,Left,74.43,2152.07,6.11,-0.11,-10.49,5.62,-5.09,8.17,8.17,0.11,13.26,71.33818318476047
"Middleton, Andrew",Undefined,Left,87.64,1980.39,5.7,0.48,-5.56,5.96,16.01,-1.47,1.47,0.48,14.540000000000001,
"Middleton, JB",ChangeUp,Right,85.99,1810.45,5.82,1.42,-6.78,6.16,9.61,11.6,11.6,1.42,1.9900000000000002,71.20266319208368
"Middleton, JB",Curveball,Right,86.34,1661.15,5.89,1.59,-5.12,5.99,15.9,13.91,13.91,1.59,1.9900000000000002,118.34901295278202
"Middleton, JB",Cutter,Right,84.6,1960.53,5.79,1.5,-6.85,6.22,10.74,6.13,6.13,1.5,4.61,61.82945038692511
"Middleton, JB",Fastball,Right,95.02,2054.17,5.68,1.57,-4.6,6.08,17.5,9.62,9.62,1.57,7.880000000000001,123.90398302289995
"Middleton, JB",FourSeamFastBall,Right,96.13,2189.82,5.68,1.6,-5.49,6.02,18.29,11.56,11.56,1.6,6.729999999999999,
"Middleton, JB",Slider,Right,85.79,2345.69,5.69,1.64,-7.13,5.76,2.3,-4.86,4.86,1.64,2.5600000000000005,72.67844160162197
"Middleton, JB",Undefined,Right,,,,,,,,,,,,
"Miehe, Andrew",ChangeUp,Right,85.59,1932.13,5.65,2.01,-5.82,5.81,10.97,18.88,18.88,2.01,7.909999999999998,64.30868797590765
"Miehe, Andrew",Fastball,Right,86.05,2027.11,5.5,1.77,-5.49,6.13,14.76,15.51,15.51,1.77,0.75,63.5074263885031
"Miehe, Andrew",Slider,Right,75.39,2099.81,5.44,1.88,-8.11,5.62,-3.44,-14.35,14.35,1.88,17.79,67.9928947753981
"Mihalakis, Alexander",ChangeUp,Right,75.54,1740.66,5.74,2.07,-8.53,5.42,3.63,7.64,7.64,2.07,4.01,92.6712469859851
"Mihalakis, Alexander",Cutter,Right,77.4,2223.31,5.51,2.04,-7.17,5.69,6.52,-0.29,0.29,2.04,6.2299999999999995,80.43257721703615
"Mihalakis, Alexander",Fastball,Right,85.7,2099.74,5.66,1.97,-5.72,5.75,17.73,15.96,15.96,1.97,1.7699999999999996,65.57812481677165
"Mihalakis, Alexander",Slider,Right,78.56,2297.52,5.59,2.12,-7.93,5.37,3.65,0.59,0.59,2.12,3.06,65.04609606944811
"Mihalakis, Alexander",Splitter,Right,76.01,1994.63,5.7,1.97,-8.41,5.6,2.5,8.48,8.48,1.97,5.98,
"Mihalinac, Talon",Curveball,Right,75.39,1939.52,5.66,1.75,-8.38,4.87,-9.64,-5.68,5.68,1.75,15.32,99.28565530930025
"Mihalinac, Talon",Cutter,Right,82.82,2102.9,5.66,1.59,-6.68,5.12,8.56,-2.42,2.42,1.59,6.140000000000001,69.73471211458931
"Mihalinac, Talon",Fastball,Right,87.75,2203.48,5.83,1.42,-5.64,5.53,18.67,5.03,5.03,1.42,13.64,127.84170158114215
"Mihalinac, Talon",Slider,Right,81.52,2033.1,5.74,1.64,-7.56,5.29,5.94,-2.93,2.93,1.64,3.0100000000000002,60.74300879074449
"Miketinac, Nick",ChangeUp,Right,81.36,1671.65,5.53,1.6,-6.66,5.31,12.65,11.28,11.28,1.6,1.370000000000001,67.60412955972983
"Miketinac, Nick",Curveball,Right,77.13,2425.22,5.68,1.34,-8.45,5.02,-5.47,-5.59,5.59,1.34,11.059999999999999,145.25801506148716
"Miketinac, Nick",Fastball,Right,86.71,1999.46,5.53,1.57,-6.01,5.45,9.81,17.87,17.87,1.57,8.06,69.71882778422712
"Miketinac, Nick",FourSeamFastBall,Right,85.04,1910.06,5.61,1.17,-6.09,5.65,15.65,11.24,11.24,1.17,4.41,
"Miketinac, Nick",Other,Right,,,,,,,,,,,,
"Miketinac, Nick",Sinker,Right,86.74,2075.35,5.6,1.44,-5.64,5.37,12.11,15.1,15.1,1.44,2.99,69.72007380538525
"Miketinac, Nick",Slider,Right,78.65,2357.11,5.7,1.22,-8.18,5.3,-2.96,-6.03,6.03,1.22,8.99,83.67604036810677
"Miketinac, Nick",TwoSeamFastBall,Right,86.76,2026.93,5.59,1.3,-6.11,5.35,10.29,16.66,16.66,1.3,6.370000000000001,
"Milberg, Devin",ChangeUp,Left,82.73,1446.42,5.73,-2.55,-6.99,5.55,-1.36,-5.49,5.49,2.55,6.8500000000000005,80.00524399135679
"Milberg, Devin",Curveball,Left,78.64,2807.83,5.77,-2.53,-9.11,5.05,-8.29,18.05,18.05,2.53,26.34,153.0826612783745
"Milberg, Devin",Cutter,Left,85.84,2524.69,5.8,-2.48,-7.33,5.25,2.58,4.07,4.07,2.48,1.4900000000000002,74.28275508230439
"Milberg, Devin",Fastball,Left,87.95,2258.58,6.12,-2.1,-6.0,5.71,16.13,-5.69,5.69,2.1,10.439999999999998,92.98570344356175
"Milberg, Devin",Slider,Left,82.36,2561.51,5.88,-2.44,-7.31,5.07,-0.07,6.05,6.05,2.44,6.12,98.03369587731129
"Milburn, Isaac",ChangeUp,Left,85.04,1587.76,5.64,-1.2,-6.65,5.17,5.09,-12.25,12.25,1.2,7.16,89.44475187701909
"Milburn, Isaac",Curveball,Left,77.3,2561.13,5.74,-1.03,-9.53,5.09,-12.15,17.0,17.0,1.03,29.15,96.97332179508588
"Milburn, Isaac",Cutter,Left,80.76,2416.01,5.76,-0.86,-8.67,5.14,-9.45,8.29,8.29,0.86,17.74,71.5087643219571
"Milburn, Isaac",Fastball,Left,88.98,2231.08,5.66,-1.1,-5.77,5.67,12.23,-9.44,9.44,1.1,2.790000000000001,83.57014505333133
"Milburn, Isaac",FourSeamFastBall,Left,89.27,2356.63,5.74,-1.04,-5.35,5.69,14.58,-6.06,6.06,1.04,8.52,
"Milburn, Isaac",Sinker,Left,88.13,2164.75,5.82,-0.97,-5.91,5.52,11.14,-12.67,12.67,0.97,1.5299999999999994,63.671206964909445
"Milburn, Isaac",Slider,Left,78.62,2635.03,5.61,-1.2,-8.96,5.02,-7.93,16.9,16.9,1.2,24.83,85.40032625293622
"Milburn, Isaac",Undefined,Left,83.82,2477.44,5.48,-1.09,-7.41,5.24,0.8,5.56,5.56,1.09,4.76,
"Milchuck, Jonah",ChangeUp,Right,80.33,1548.47,5.69,1.74,-7.28,6.07,0.93,8.39,8.39,1.74,7.460000000000001,72.86992558871233
"Milchuck, Jonah",Cutter,Right,85.44,1782.06,5.31,2.25,-4.41,6.06,5.81,4.82,4.82,2.25,0.9899999999999993,64.18398004821431
"Milchuck, Jonah",Fastball,Right,86.67,1947.16,5.52,1.99,-6.35,6.5,2.5,10.99,10.99,1.99,8.49,74.6715309187621
"Milchuck, Jonah",Sinker,Right,87.36,1920.0,5.44,2.11,-6.83,6.68,-0.24,12.04,12.04,2.11,12.28,90.87333172962347
"Milchuck, Jonah",Slider,Right,80.41,1880.35,5.62,1.92,-7.92,5.74,0.31,-2.76,2.76,1.92,2.4499999999999997,55.14805304396918
"Milchuck, Jonah",Undefined,Right,84.43,1768.74,5.3,2.11,-6.64,6.52,2.02,7.59,7.59,2.11,5.57,
"Miles, Drew",ChangeUp,Right,65.4,1207.6,5.03,1.84,-6.65,7.24,15.4,-1.05,1.05,1.84,14.35,67.72697773999963
"Miles, Drew",Curveball,Right,58.08,1600.48,4.96,1.17,-9.89,6.55,4.5,-7.68,7.68,1.17,3.1799999999999997,89.16998025699033
"Miles, Drew",Fastball,Right,71.31,1627.17,4.88,1.24,-6.51,7.22,15.31,2.23,2.23,1.24,13.08,82.68242503821759
"Miles, Mason",ChangeUp,Right,78.53,1516.85,5.4,0.71,-7.44,5.11,13.26,18.65,18.65,0.71,5.389999999999999,84.02993780347815
"Miles, Mason",Fastball,Right,84.32,2016.8,5.48,0.45,-4.76,5.33,21.97,17.03,17.03,0.45,4.939999999999998,69.38386981309043
"Miles, Mason",Slider,Right,73.78,2266.21,5.53,0.62,-8.79,4.88,3.93,-8.7,8.7,0.62,4.77,63.13715605684307
"Milewski, John",Curveball,Right,73.65,2005.19,5.08,1.89,-7.94,5.82,-6.08,-7.1,7.1,1.89,13.18,70.39484038159371
"Milewski, John",Fastball,Right,86.31,1998.9,5.44,2.08,-5.92,6.35,12.91,18.83,18.83,2.08,5.919999999999998,87.92884410398165
"Milewski, John",Sinker,Right,88.09,1957.11,5.21,1.87,-4.59,6.09,12.59,17.2,17.2,1.87,4.609999999999999,81.13605426121549
"Milewski, John",Slider,Right,74.32,1973.25,5.21,2.12,-7.94,6.09,-4.88,-9.96,9.96,2.12,14.84,46.636712625146565
"Mill, Patrick",Fastball,Left,66.46,1758.97,1.88,-1.81,-6.08,4.88,-5.0,-7.25,7.25,1.81,12.25,64.88535769847363
"Mill, Patrick",Slider,Left,61.79,2238.57,2.42,-2.22,-6.78,4.73,5.8,17.55,17.55,2.22,11.75,57.97137395151584
"Millas, Theo",ChangeUp,Right,78.38,1672.6,5.87,1.81,-7.74,6.51,4.97,13.44,13.44,1.81,8.469999999999999,125.89828122639544
"Millas, Theo",Curveball,Right,73.2,1969.79,6.08,1.48,-9.44,5.83,-4.55,-1.72,1.72,1.48,6.27,82.83017262612353
"Millas, Theo",Fastball,Right,86.88,1774.53,6.07,1.46,-6.12,6.5,11.64,11.5,11.5,1.46,0.14000000000000057,102.6434779034
"Millas, Theo",Sinker,Right,86.85,1749.69,5.96,1.62,-6.49,6.56,7.58,17.46,17.46,1.62,9.88,77.269779023713
"Millas, Theo",Slider,Right,77.3,1945.88,5.89,1.61,-7.6,6.23,8.12,0.24,0.24,1.61,7.879999999999999,98.09548484514264
"Miller, Brady",ChangeUp,Right,83.34,1800.27,5.78,2.01,-7.19,6.75,6.34,15.51,15.51,2.01,9.17,75.77306030270084
"Miller, Brady",Curveball,Right,82.51,2236.09,5.98,1.91,-9.39,5.93,-4.93,-2.08,2.08,1.91,7.01,86.3283685696151
"Miller, Brady",Cutter,Right,83.96,1953.26,5.83,1.99,-7.1,6.39,6.39,-0.27,0.27,1.99,6.119999999999999,82.30903196724307
"Miller, Brady",Fastball,Right,91.52,2077.7,6.09,1.85,-5.34,6.5,14.41,13.1,13.1,1.85,1.3100000000000005,62.14448843950605
"Miller, Brady",Slider,Right,83.13,2206.28,5.93,1.92,-7.92,6.07,0.83,-4.59,4.59,1.92,3.76,78.18183252165565
"Miller, Cade",ChangeUp,Right,81.45,1298.87,5.02,1.83,-5.62,6.09,10.45,4.21,4.21,1.83,6.239999999999999,72.46330471483185
"Miller, Cade",Fastball,Right,87.9,2170.33,5.48,1.21,-5.84,6.52,14.86,8.9,8.9,1.21,5.959999999999999,67.48041199436402
"Miller, Cade",Slider,Right,77.07,2374.64,5.14,1.9,-9.12,5.72,-1.33,-7.86,7.86,1.9,9.190000000000001,71.46571117949706
"Miller, Camden",Fastball,Right,78.55,2179.97,4.4,4.23,-6.86,5.7,0.44,18.75,18.75,4.23,18.31,114.23514333207818
"Miller, Camden",Slider,Right,70.69,2163.39,4.41,4.24,-6.94,5.32,5.96,-11.59,11.59,4.24,5.63,110.45684172252808
"Miller, Camden",Undefined,Right,76.7,1742.24,6.4,1.72,-8.99,6.13,11.07,9.35,9.35,1.72,1.7200000000000006,
"Miller, Charlie",ChangeUp,Right,81.54,1554.35,6.05,1.71,-8.61,5.23,4.7,11.46,11.46,1.71,6.760000000000001,73.24138704565925
"Miller, Charlie",Curveball,Right,77.49,2443.36,6.1,1.7,-9.9,4.67,-4.7,-11.77,11.77,1.7,16.47,117.72570196171121
"Miller, Charlie",Fastball,Right,88.71,2277.93,6.08,1.48,-6.13,5.73,13.05,5.08,5.08,1.48,7.970000000000001,101.38063005782334
"Miller, Charlie",FourSeamFastBall,Right,87.19,2247.8,6.19,1.62,-4.94,5.85,16.08,3.61,3.61,1.62,12.469999999999999,
"Miller, Charlie",Sinker,Right,77.44,2417.52,6.16,1.21,-9.31,4.97,-2.4,-8.69,8.69,1.21,11.09,91.16325975325805
"Miller, Charlie",Slider,Right,77.63,2397.49,6.13,1.59,-9.39,4.96,-1.66,-10.42,10.42,1.59,12.08,89.01926882955364
"Miller, Conner",ChangeUp,Right,74.28,1910.03,3.81,1.9,-6.85,6.19,1.82,20.98,20.98,1.9,19.16,120.35904998788472
"Miller, Conner",Fastball,Right,83.18,2252.33,4.31,1.7,-4.52,5.71,12.41,19.48,19.48,1.7,7.07,112.26338687370361
"Miller, Conner",Slider,Right,68.81,2477.16,3.57,1.92,-6.64,5.42,5.18,-14.12,14.12,1.92,8.94,79.60640358273399
"Miller, Garrett",ChangeUp,Right,80.14,1699.24,5.92,1.66,-7.28,5.95,12.14,7.88,7.88,1.66,4.260000000000001,86.48325512662895
"Miller, Garrett",Curveball,Right,77.02,2247.9,5.97,1.64,-8.54,5.58,-2.36,-1.3,1.3,1.64,3.66,91.03533061662604
"Miller, Garrett",Fastball,Right,86.83,2102.81,6.04,1.6,-5.94,6.25,16.02,4.81,4.81,1.6,11.21,98.36019243362857
"Miller, Garrett",Slider,Right,77.11,2157.42,5.94,1.73,-9.27,5.58,0.23,-0.7,0.7,1.73,0.47,58.97056011877625
